GenePage ID	Gene Symbol	Human Entrez ID	OMIM Gene ID	OMIM Disease IDs(|)	XB tropicalis ID	Entrez tropicalis ID	XB laevis.L ID	laevis.L Symbol	Entrez laevis.L ID	XB laevis.S ID	laevis.S Symbol	Entrez laevis.S ID
5842191	bchel	590	177400	617936	5842192	100135377	5842204	bchel.L	495102	17330572	bchel.S	
5842213	gins1	9837	610608	617827	5842214	548918	17342897	gins1.L		6251527	gins1.S	443928
5842249	slc22a6	9356	607582		5842250	100487511	17333734	slc22a6.L		5842265	slc22a6.S	447487
5842288	ccdc138				5842289	100145464	5842326	ccdc138.L	734462	17334937	ccdc138.S	
5842343	setd1b	23067	611055		5842344	780106	17346666	setd1b.L	108716786	5842376	setd1b.S	447454
5842389	XB5842389 [provisional]				5842390	100145533	6493990	XB5842389.S [provisional]		17335614	XB5842389.L [provisional]	
5842876	hspa1a	3303	140550		5842877	100488052	17332950	hspa1a.L	108696811	5842905	hspa1a.S	100381020
5842911	dnajc19	131118	608977	610198	5842912	549696	5842970	dnajc19.L	100049122	17332979	dnajc19.S	
5842995	arl3l2	403	604695		5842996	100145266	17330539	arl3l2.L		17330540	arl3l2.S	
5843025	nufip2	57532	609356		5843026	100491615	5843046	nufip2.L	100037153	17336987	nufip2.S	108709172
5843062	XB5843062 [provisional:sult3a1]				5843063	100486282	17340436	XB5843062.L [provisional:sult3a1]		17340437	XB5843062.S [provisional:sult3a1]	
5843080	setd5	55209	615743	615761	5843081	100145036	5843089	setd5.L	446939	17341015	setd5.S	
5843130	XB5843130 [provisional]				5843131	100135138	5843355	XB5843130.S [provisional]	100049136	18005747	XB5843130.L [provisional]	
5843474	tent5a	55603	611357	617952	5843475	100490270	5843515	tent5a.L	100158383	17345475	tent5a.S	108717988
5843536	scyl1	57410	607982	616719	5843537	548903	5843636	scyl1.L	443710	17331830	scyl1.S	
5843689	glcci1	113263	614283	614400	5843690	100488419	5843708	glcci1.L	100101317	17337196	glcci1.S	108719912
5843725	tmem106b	54664	613413	617964	5843726	549566	17340086	tmem106b.L	779125	5843744	tmem106b.S	444763
5843767	prkcsh	5589	177060	174050	5843768	394983	5843863	prkcsh.L	447013	17340021	prkcsh.S	444614
5843935	XB5843935 [provisional:kctd12]				5843936	100124783	18005833	XB5843935.L [provisional:kctd12]	108698263	18005974	XB5843935.S [provisional:kctd12]	
5843956	arhgap11a.2	9824	610589		5843957	100495220	5843985	arhgap11a.2.L	734266	17339735	arhgap11a.2.S	431938
5844015	XB5844015 [provisional:capn2]				5844016	100494922	5844035	XB5844015.L [provisional:capn2]	100127267	17337779	XB5844015.S [provisional:capn2]	
5844044	dpp3	10072	606818		5844045	101732710	5844111	dpp3.L	446491	6254219	dpp3.S	394413
5844147	smim11a				5844148	105946605	5844155	smim11a.L	100628319	17346266	smim11a.S	108709234
5844167	ccdc191				5844168	100493616	5844173	ccdc191.L	100381021	17346486	ccdc191.S	
5844180	zfc3h1				5844181	100127555	6487750	zfc3h1.L	108711103	17345091	zfc3h1.S	
5844203	akr1c2	1646	600450	614279	5844204	779650	6256353	akr1c2.L	379255	5844251	akr1c2.S	779224
5844279	taf7	6879	600573		5844280	448449	6256219	taf7.L	446466	17333392	taf7.S	
5844395	fcgr1				5844396	496987	18005748	fcgr1.L		6252900	fcgr1.S	100189582
5844433	arl9	132946	612405		5844434	548928	6252775	arl9.L	779299	17343304	arl9.S	
5844483	trappc9	83696	611966	613192	5844484	100216170	5844501	trappc9.L	398878	17338137	trappc9.S	
5844514	XB5844514 [provisional:cysltr2]				5844515	100494196	5844523	XB5844514.L [provisional:cysltr2]	108717053	17340618	XB5844514.S [provisional:cysltr2]	108717583
5844530	hbd	3045	142000		5844531	448665	17341214	hbd.L		5844733	hbd.S	379431
5844762	phb2	11331	610704		5844763	549305	17343314	phb2.L	444731	5844904	phb2.S	446470
5844979	lrrc14				5844980	100489989	5844993	lrrc14.L	447755	17338308	lrrc14.S	
5845012	XB5845012 [provisional:tm4sf5]				5845013	100145782	6488997	XB5845012.S [provisional:tm4sf5]		18005620	XB5845012.L [provisional:tm4sf5]	108710646
5845037	amdhd1				5845038	493273	5845072	amdhd1.L	734418	17340909	amdhd1.S	
5845091	surf2	6835	185630		5845092	496626	6254480	surf2.L	379921	17343866	surf2.S	734367
5845204	XB5845204 [provisional:cplx4]				5845205	100494570	5845211	XB5845204.L [provisional:cplx4]	447399	17335577	XB5845204.S [provisional:cplx4]	
5845221	tuba1l				5845222	100144986	493852	tuba1l.L	733365	5845607	tuba1l.S	496021
5845671	camsap3	57662	612685		5845672	100124982	6486172	camsap3.L	108711656	17340603	camsap3.S	
5845704	mettl25b				5845705	733951	5845723	mettl25b.L	734403	17344432	mettl25b.S	
5845744	carmil3	90668	614716		5845745	100158520	17343225	carmil3.L		6487027	carmil3.S	
5845784	sprtn	83932	616086	616200	5845785	100127870	17342065	sprtn.L		5845827	sprtn.S	100036995
5845856	sf3b5	83443	617847		5845857	549195	17332547	sf3b5.L		6254262	sf3b5.S	735187
5845945	acox2	8309	601641	617308	5845946	548740	5845999	acox2.L	414480	17337451	acox2.S	
5846019	naa40				5846020	100145481	5846126	naa40.L	414673	17340542	naa40.S	108715148
5846210	dedd	9191	606841		5846211	100380122	5846223	dedd.L	495069	17332755	dedd.S	496151
5846242	gstp1	2950	134660		5846243	549395	5846294	gstp1.L	398321	17341058	gstp1.S	
5846321	kcnk1	3775	601745		5846322	496985	5846347	kcnk1.L	379125	17345228	kcnk1.S	735178
5846363	pcf11	51585	608876		5846364	100170197	17338133	pcf11.L		5846527	pcf11.S	446483
5846538	fam163b				5846539	779655	17340732	fam163b.L	108698177	17340733	fam163b.S	108699898
5846548	XB5846548 [provisional]				5846549		6079124	XB5846548.L [provisional]		18005975	XB5846548.S [provisional]	
5846576	XB5846576 [provisional:nnmt]				5846577	548368	17341891	XB5846576.L [provisional:nnmt]		17341892	XB5846576.S [provisional:nnmt]	
5846620	sfxn3	81855	615571		5846621	100216274	5846633	sfxn3.L	379980	17332554	sfxn3.S	
5846659	c1orf109	54955	614799		5846660	733509	5846689	c1orf109.L	100381022	17340373	c1orf109.S	
5846708	XB5846708 [provisional]				5846709	100498328	6079131	XB5846708.L [provisional]	108713706	17344040	XB5846708.S [provisional]	
5846730	XB5846730 [provisional:nnmt]				5846731	100494680	18005834	XB5846730.L [provisional:nnmt]		18005976	XB5846730.S [provisional:nnmt]	
5846743	dpp10	57628	608209		5846744	100127648	5846776	dpp10.L	432175	17345236	dpp10.S	108702872
5846793	znf33b	7582	194522		5846794	549636	17333557	znf33b.L		17333558	znf33b.S	
5846943	ptk7	5754	601890		5846944	100487595	5846983	ptk7.L	398862	17336696	ptk7.S	100101336
5847061	zbtb46	140685	614639		5847062	100145588	17330023	zbtb46.L	108700947	5847067	zbtb46.S	447054
5847077	krtcap3				5847078	448077	6253440	krtcap3.L	733277	17338884	krtcap3.S	
5847258	czib				5847259	100497300	5847273	czib.L	734812	17331468	czib.S	
5847278	hyi				5847279	100135187	5847302	hyi.L	414666	17330870	hyi.S	
5847308	zpd				5847309	394443	5847390	zpd.L	397832	17336556	zpd.S	
5847419	tmed7				5847420	394874	5847563	tmed7.L	447258	17345912	tmed7.S	108707208
5847664	liph	200879	607365	604379	5847665	496511	6079134	liph.L	398885	6253404	liph.S	447716
5847706	kcne5	23630	300328		5847707	100486211	5847730	kcne5.L	398415	17343710	kcne5.S	108700101
5847736	tubal3.2				5847737	548558	17342464	tubal3.2.L	108711234	18005621	tubal3.2.S	
5847980	c4orf33.1				5847981	549116	17345646	c4orf33.1.L		6489019	c4orf33.1.S	108706688
5848002	XB5848002 [provisional]				5848003	100494211	6488358	XB5848002.L [provisional]	108715768	17346536	XB5848002.S [provisional]	108707089
5848027	znhit1				5848028	549810	6486252	znhit1.L		17345945	znhit1.S	108703557
5848105	camkmt	79823	609559		5848106	549184	5848447	camkmt.L	443973	17342607	camkmt.S	
5848467	tekt4				5848468	100145069	17343394	tekt4.L		5848490	tekt4.S	496070
5848512	npy4r	5540	601790		5848513	100127810	17331722	npy4r.L	108711568	17331723	npy4r.S	108712456
5848526	fbxo46	23403	609117		5848527	100127661	5848578	fbxo46.L	100049781	17330021	fbxo46.S	108700192
5848596	ppp1r13l	10848	607463		5848597	733947	5848627	ppp1r13l.L	447427	17330703	ppp1r13l.S	108700197
5848648	gpr143	4935	300808	300500|300814	5848649	496427	5848682	gpr143.L	779220	17335830	gpr143.S	444242
5848730	smim19				5848731	549008	6485765	smim19.L	108701069	17330732	smim19.S	
5848776	scrn1	9805	614965		5848777	100496004	5848785	scrn1.L	444732	17331972	scrn1.S	
5848799	c7orf25				5848800	548853	5848830	c7orf25.L	100158400	17333824	c7orf25.S	
5848842	XB5848842 [provisional]				5848843	619584	5848864	XB5848842.L	398899	17335603	XB5848842.S [provisional]	
5848873	rs1	6247	300839	312700	5848874	100124900	17332846	rs1.L	108707450	5848886	rs1.S	779332
5848952	aprt	353	102600	614723	5848953	493317	6253243	aprt.L	100381150	17340432	aprt.S	
5849008	ptrh2	51651	608625	616263	5849009	549411	6486458	ptrh2.L	108708282	17339297	ptrh2.S	108709116
5849056	tprg1l	127262	611460		5849057	496974	5849128	tprg1l.L	495164	17331067	tprg1l.S	108697706
5849175	retreg2				5849176	100158516	17331308	retreg2.L	108701291	6256196	retreg2.S	734451
5849691	tmem38b	55151	611236	615066	5849692	548881	6255127	tmem38b.L	444435	5849720	tmem38b.S	446269
5849741	fmo2	2327	603955		5849742	594983	6254926	fmo2.L	398930	17342207	fmo2.S	
5849757	lgals1.3	3956	150570		5849758	100216286	6078863	lgals1.3.L	378515	5849776	lgals1.3.S	373571
5849779	mgc75753				5849780	394487	6255107	mgc75753.L	446814	5850185	mgc75753.S	735063
5850296	ufsp2	55325	611482	142669|617974	5850297	100145557	5850325	ufsp2.L	735166	17334768	ufsp2.S	
5850344	uqcr10	29796	610843		5850345	733494	17345612	uqcr10.L		6256110	uqcr10.S	100137668
5850463	klhl41	10324	607701	615731	5850464	394822	5850545	klhl41.L	398449	17330980	klhl41.S	495161
5850619	poc5	134359	617880		5850620	100379845	5850643	poc5.L	446407	17338419	poc5.S	
5850668	XB5850668 [provisional]				5850669	100144919	5850772	XB5850668.L [provisional]	100037047	18005977	XB5850668.S [provisional]	
5850809	fam76b				5850810	548701	17337735	fam76b.L	108708745	5850885	fam76b.S	446445
5850899	cbwd2	150472	611079		5850900	496702	6255356	cbwd2.L	446757	17343823	cbwd2.S	
5850942	birc5	332	603352		5850943	733532	5851077	birc5.L	398418	6254428	birc5.S	394382
5851125	avd				5851126	100127566	17346757	avd.L		17346758	avd.S	
5851162	mgc89221				5851163	448362	17345599	mgc89221.L		17345600	mgc89221.S	
5851214	chchd2	51142	616244	616710	5851215		5851530	chchd2.L	444141	17334742	chchd2.S	
5851600	hmmr	3161	600936	114480	5851601	779567	5851659	hmmr.L	493576	17342202	hmmr.S	
5851740	tmem39a				5851741	448136	6255703	tmem39a.L	444227	5851800	tmem39a.S	779397
5851848	hsd11b1l				5851849	100037875	5851870	hsd11b1l.L	733357	17330864	hsd11b1l.S	
5851880	dbr1	51163	607024		5851881	394544	5852074	dbr1.L	444127	6256598	dbr1.S	380060
5852171	pag1	55824	605767		5852172	100380123	5852205	pag1.L	446514	17338016	pag1.S	108695361
5852226	dleu7				5852227	493347	6255228	dleu7.L	100049113	18005623	dleu7.S	
5852261	cradd.1	8738	603454	614499	5852262	448758	17344604	cradd.1.L		17344605	cradd.1.S	
5852281	polr1d.2	51082	613715	613717	5852282	100495369	5852289	polr1d.2.L	494863	17338926	polr1d.2.S	
5852311	cyp2c8.2	1558	601129	618018	5852312	448236	5852319	cyp2c8.2.L	444542	17340342	cyp2c8.2.S	444542
5852327	XB5852327 [provisional]				5852328	100485537	6466087	XB5852327.L [provisional]	108705668	17331562	XB5852327.S [provisional]	
5852354	baf-l				5852355	100135163	5852365	baf-l.L	496357	17339188	baf-l.S	
5852382	alg13l				5852383	549862	5852411	alg13l.L	431927	17346715	alg13l.S	
5852426	XB5852426 [provisional:aprt]				5852427	100145149	6487307	XB5852426.L [provisional:aprt]	108707961	18005978	XB5852426.S [provisional:aprt]	
5852509	ifitm3	10410	605579	614680	5852510	548475	6255518	ifitm3.L	379496	17341324	ifitm3.S	
5852574	XB5852574 [provisional:crp]				5852575	100145348	6079141	XB5852574.L [provisional:crp]	108699571	18005624	XB5852574.S [provisional:crp]	
5852595	tbl2	26608	605842		5852596	493446	5852683	tbl2.L	380072	17341498	tbl2.S	108709189
5852767	ndufaf4	29078	611776	252010	5852768	100216234	5852803	ndufaf4.L	734768	17334078	ndufaf4.S	734768
5852838	stox2	56977	617359		5852839	100485979	5852843	stox2.L	446673	17343841	stox2.S	
5852855	arel1	9870	615380		5852856	496863	5852928	arel1.L	734437	17345631	arel1.S	
5852952	frmd8				5852953	613069	6079145	frmd8.L	379363	17346565	frmd8.S	
5853032	mgc69520				5853033	448053	17335833	mgc69520.L		5853099	mgc69520.S	414643
5853165	gng12	55970	615405		5853166	100124710	6251691	gng12.L	595043	17342989	gng12.S	108715518
5853230	gtpbp10	85865	610920		5853231	496681	17339705	gtpbp10.L		5853256	gtpbp10.S	495388
5853279	42sp50				5853280	496924	5853356	42sp50.L	397889	17340831	42sp50.S	
5853373	stk35	140901	609370		5853374	447998	17333755	stk35.L		5853415	stk35.S	734544
5853435	ccdc85c				5853436	779899	17346271	ccdc85c.L	108704876	5853473	ccdc85c.S	734490
5853490	ccdc89				5853491	100485641	5853499	ccdc89.L	398585	17343730	ccdc89.S	
5853518	rpl27a	6157	603637		5853519	100170552	5853953	rpl27a.L	379881	17332474	rpl27a.S	397938
5854067	eif1ad				5854068	549450	6252080	eif1ad.L	496359	17341102	eif1ad.S	
5854148	stx10	8677	603765		5854149	100145797	5854187	stx10.L	444563	17344406	stx10.S	
5854214	siva1	10572	605567		5854215	733962	5854269	siva1.L	100037065	17341330	siva1.S	100049128
5854282	phgdh	26227	606879	601815|256520	5854283	548683	17330118	phgdh.L	108701731	5854327	phgdh.S	100037051
5854344	XB5854344 [provisional:nufip2]				5854345	100145486	5854573	XB5854344.L [provisional:nufip2]	447286	18005625	XB5854344.S [provisional:nufip2]	108704202
5854707	gyg2	8908	300198		5854708	496877	5854726	gyg2.L	100126641	17337822	gyg2.S	
5854775	ncapd2	9918	615638	617983	5854776	100491414	17330763	ncapd2.L		5854852	ncapd2.S	398080
5854936	c19orf44				5854937	100379941	5854963	c19orf44.L	100093620	17338749	c19orf44.S	
5854990	rtf2				5854991	407963	17342216	rtf2.L		6255767	rtf2.S	398667
5855122	pnpla3	80339	609567		5855123	548410	5855148	pnpla3.L	447273	17338913	pnpla3.S	
5855161	sdhd	6392	602690	171300|158350|252011|606864|114900|168000	5855162	394986	5855323	sdhd.L	496372	6255924	sdhd.S	494586
5855369	psmc4	5704	602707		5855370	493372	5855587	psmc4.L	398853	17331065	psmc4.S	108697905
5855726	hs3st1	9957	603244		5855727	496940	5855761	hs3st1.L	398971	17331520	hs3st1.S	399064
5855799	ckap4				5855800	779872	5855840	ckap4.L	734416	17332469	ckap4.S	100127315
5855975	chst10	9486	606376		5855976	100487586	5856012	chst10.L	444281	17339756	chst10.S	
5856037	fam168a	23201	616316		5856038	100489492	17343015	fam168a.L	494837	5856075	fam168a.S	447635
5856114	naa38	84316	617990		5856115	100038287	6251521	naa38.L	443945	6252835	naa38.S	414488
5856157	XB5856157 [provisional:endod1]				5856158	100145419	6486828	XB5856157.S [provisional:endod1]		18005627	XB5856157.L [provisional:endod1]	108698111
5856184	XB5856184 [provisional:crp]				5856185	496737	6487190	XB5856184.L [provisional:crp]	108699332	18005979	XB5856184.S [provisional:crp]	
5856212	slc38a5	92745	300649		5856213	496461	17344714	slc38a5.L	108698092	5856258	slc38a5.S	444254
5856291	vps16	64601	608550		5856292	448414	17330898	vps16.L	108708790	6487194	vps16.S	108710101
5856331	cnfn.1	84518	611764		5856332	448004	6079148	cnfn.1.L	414661	5915744	cnfn.1.S	444756
5856630	gid8	54994	611625		5856631	100379846	5856665	gid8.L	779137	17343971	gid8.S	
5856770	XB5856770 [provisional]				5856771	100125166	18005628	XB5856770.S [provisional]		18005750	XB5856770.L [provisional]	
5856778	cdk16	5127	311550		5856779	100037876	5856807	cdk16.L	495331	17344912	cdk16.S	108699850
5856846	XB5856846 [provisional]				5856847	100492585	17334836	XB5856846.L [provisional]		17334837	XB5856846.S [provisional]	
5857017	pigh	5283	600154	618010	5857018	100135232	6488317	pigh.L	108716127	17336175	pigh.S	
5857128	slc2a11.2	66035	610367		5857129	100496725	5857134	slc2a11.2.L	495492	17335028	slc2a11.2.S	
5857145	XB5857145 [provisional]				5857146	100489834	5857153	XB5857145.L [provisional]	379430	17340340	XB5857145.S [provisional]	779078
5857165	fam222a				5857166	780041	6488431	fam222a.L	108715636	17344826	fam222a.S	108707077
5857190	gopc	57120	606845	102530	5857191	100145196	17330967	gopc.L	108716805	5857244	gopc.S	398721
5857257	prmt6	55170	608274		5857258	100145123	17338183	prmt6.L		6254002	prmt6.S	447344
5857297	hdac10	83933	608544		5857298	100497245	5857328	hdac10.L	734402	17341727	hdac10.S	
5857340	vps35l				5857341	100145160	17345410	vps35l.L		5857359	vps35l.S	100101331
5857374	mex3b	84206	611008		5857375	100490923	17336684	mex3b.L	108711425	5857382	mex3b.S	100036990
5857401	gtf2ird1	9569	604318	194050	5857402	100488034	17346752	gtf2ird1.L	108708351	5857419	gtf2ird1.S	398320
5857445	pbdc1				5857446	549118	17330990	pbdc1.L		6253596	pbdc1.S	447637
5857498	ankrd28	23243	611122		5857499	734050	17339848	ankrd28.L		6487106	ankrd28.S	
5857568	XB5857568 [provisional:apoa1]				5857569	100135198	17332639	XB5857568.L [provisional:apoa1]	379735	17332640	XB5857568.S [provisional:apoa1]	
5857793	nuak2	81788	608131		5857794	100158605	17344867	nuak2.L	108708137	6253820	nuak2.S	495481
5857844	mcm3	4172	602693		5857845	100158601	5857895	mcm3.L	397821	17343843	mcm3.S	
5857928	arglu1	55082	614046		5857929	394894	17341732	arglu1.L	733274	5858199	arglu1.S	735140
5858238	peds1	387521	610994		5858239	100551495	5858245	peds1.L	100381173	17341022	peds1.S	
5858258	ppp4r3a	55671	610351		5858259	100485426	17340447	ppp4r3a.L	108698717	5858385	ppp4r3a.S	432127
5858431	nat10	55226	609221		5858432	779537	5858472	nat10.L	100174807	17340469	nat10.S	
5858494	XB5858494 [provisional:cyp2ac1]				5952277	100491441	18005835	XB5858494.L [provisional:cyp2ac1]		18005980	XB5858494.S [provisional:cyp2ac1]	
5858564	tmem120a	83862	616550		5858565	548366	5858597	tmem120a.L	100036930	17333243	tmem120a.S	
5858610	nlrc4	58484	606831	616050|616115	5858611	733844	6488631	nlrc4.L	108716654	17330749	nlrc4.S	
5858623	mpnd				5858624	100125058	17338331	mpnd.L		6487584	mpnd.S	108706810
5858667	asxl3	80816	615115	615485	5858668	100170177	6486236	asxl3.L	108719237	17339601	asxl3.S	108695283
5858685	slc22a4	6583	604190	180300|266600	5858686	394948	6488584	slc22a4.L	494743	17342359	slc22a4.S	108713279
5858740	ube2q2	92912	612501		5858741	448322	5858863	ube2q2.L	398940	17331964	ube2q2.S	108713009
5858919	fhit	2272	601153		5858920	448702	5858936	fhit.L	495983	17344919	fhit.S	496222
5858955	klhl32				5858956	549611	5858972	klhl32.L	100158396	17331486	klhl32.S	108717429
5858980	wnt11b				5858981	549489	6079153	wnt11b.L	399441	17333856	wnt11b.S	
5859051	lmbr1l	55716	610007		5859052	733770	5859065	lmbr1l.L	380429	17343466	lmbr1l.S	108709820
5859097	dnajc22				5859098	100135195	6488744	dnajc22.L	108708557	17330238	dnajc22.S	108709824
5859115	c2orf42				5859116	100127554	5859137	c2orf42.L	100127303	17338782	c2orf42.S	108712770
5859146	brd4	23476	608749		5859147	100216259	5859154	brd4.L	446381	17330650	brd4.S	443648
5859254	pkn1	5585	601032		5859255	100379847	6487324	pkn1.L	108711679	17345234	pkn1.S	
5859300	tmem98	26022	615949	615972	5859301	100145240	6255754	tmem98.L	432207	17331973	tmem98.S	108702530
5859379	bcdin3d				5859380	100489630	5859397	bcdin3d.L	379590	17342509	bcdin3d.S	
5859416	rpl17	6139	603661		5859417	448653	6253903	rpl17.L	399419	5859923	rpl17.S	446456
5860196	grik5-like.1				5860197	780020	18005836	grik5-like.1.L	394374	5860323	grik5-like.1.S	378489
5860334	stk25	10494	602255		5860335	548355	17342144	stk25.L	108717092	5860390	stk25.S	432004
5860424	pdlim7	9260	605903		5860425	595027	5860514	pdlim7.L	108710972	6253624	pdlim7.S	380426
5860545	plk3	1263	602913		5860546	448451	17335783	plk3.L	100505422	5860619	plk3.S	100381164
5860640	mettl21a	151194	615257		5860641	100038275	17341577	mettl21a.L		6485728	mettl21a.S	108703067
5860683	mt4	84560	606206		5860684	100135413	6254442	mt4.L	394349	17336457	mt4.S	
5860750	ankrd12	23253	610616		5860751	100170448	17346433	ankrd12.L	108719194	5860791	ankrd12.S	495131
5860806	prpf39.2	55015	614907		5860807	496864	6485740	prpf39.2.L		17335402	prpf39.2.S	
5860867	fam43a				5860868	100135352	5860905	fam43a.L	779147	17337159	fam43a.S	444309
5860919	eef1akmt1	221143	617793		5860920	100135122	17340231	eef1akmt1.L		6255370	eef1akmt1.S	444395
5860963	actr6				5860964	549226	5861033	actr6.L	100037212	17346597	actr6.S	
5861067	atmin	23300	614693		5861068	100487308	5861079	atmin.L	443691	17334839	atmin.S	
5861096	zwilch	55055	609984		5861097	548970	17332295	zwilch.L		5861117	zwilch.S	432018
5861129	clk3	1198	602990		5861130	496952	5861198	clk3.L	100101302	17346130	clk3.S	108712973
5861248	sephs3				5861249	100488060	5861414	sephs3.L	100126629	17344944	sephs3.S	
5861494	miga1	374986	616773		5861495	100145180	5861525	miga1.L	431851	17343108	miga1.S	
5861535	mier2				5861536	100486492	5861564	mier2.L	445833	17343395	mier2.S	108706893
5861580	XB5861580 [provisional]				5861581	496670	18005629	XB5861580.S [provisional]		18005751	XB5861580.L [provisional]	
5861672	h2ac17	8336	602796		5861673	100127770	5861911	h2ac17.L	379596	17333675	h2ac17.S	
5862024	ndufb6	4712	603322		5862025	549244	6487753	ndufb6.L	108713629	17340834	ndufb6.S	108706922
5862139	XB5862139 [provisional:mal]				5862140	100135389	17346652	XB5862139.L [provisional:mal]		17346653	XB5862139.S [provisional:mal]	108717400
5862161	mars2	92935	609728	611390|616430	5862162	100488527	5862169	mars2.L	379528	17339348	mars2.S	
5862184	inf2	64423	610982	614455|613237	5862185	780046	17339973	inf2.L	495032	5862221	inf2.S	414513
5862234	nme9				5862235	100158550	5862245	nme9.L	432114	17345586	nme9.S	
5862262	rpl13a				5862263	549240	5862770	rpl13a.L	379822	17337523	rpl13a.S	108702870
5863257	paqr6	79957	614579		5863258	100494988	6256199	paqr6.L	734441	5863271	paqr6.S	447230
5863395	XB5863395 [provisional]				5863396	100489221	5863414	XB5863395.L [provisional]	444631	17343308	XB5863395.S [provisional]	
5863425	hdac8	55869	300269	300882	5863426	100145561	5863488	hdac8.L	444137	17346738	hdac8.S	
5863530	XB5863530 [provisional]				5863531	100497556	5863565	XB5863530.S [provisional]	444506	17340570	XB5863530.L [provisional]	444506
5863587	tspo	706	109610		5863588	100144961	5863710	tspo.L	379917	17344214	tspo.S	
5863746	bbip1	92482	613605	615995	5863747	100495772	17344783	bbip1.L	108695996	6488696	bbip1.S	
5863762	ndufa4	4697	603833		5863763	549792	5864099	ndufa4.L	443927	6255621	ndufa4.S	494634
5864179	cyp4b1.6				5864180	100488386	17340700	cyp4b1.6.L	108714295	17340701	cyp4b1.6.S	
5864195	rc3h1	149041	609424		5864196	100485305	5864202	rc3h1.L	414495	17337460	rc3h1.S	108715618
5864225	lexm	163747	616446		5864226	100491026	5864257	lexm.L	733356	17344909	lexm.S	
5864265	acot11	26027	606803		5864266	100490522	5864276	acot11.L	100137660	17335268	acot11.S	
5864291	col3a1	1281	120180	130020|130050	5864292	100124865	17332958	col3a1.L	108701482	5864327	col3a1.S	398983
5864414	wdr75				5864415	734119	5864484	wdr75.L	446399	17337386	wdr75.S	108703077
5864556	tra2b	6434	602719		5864557	448667	5864661	tra2b.L	443599	17332898	tra2b.S	398448
5864860	lrrc31				5864861	100380124	6486814	lrrc31.L		17339470	lrrc31.S	
5864897	kcnmb3	27094	605222		5864898	100493910	17345764	kcnmb3.L		5864903	kcnmb3.S	100381136
5864909	XB5864909 [provisional:rnf170]				5864910	100145035	6488764	XB5864909.L [provisional:rnf170]	108714242	18005981	XB5864909.S [provisional:rnf170]	108715535
5864939	mettl25				5864940	779563	6488681	mettl25.L	108710249	17335104	mettl25.S	
5864958	samd13				5864959	100135078	17341697	samd13.L	108714185	6486008	samd13.S	108715497
5864984	tepp	374739	610264		5864985	100316910	5864992	tepp.L	100337604	17333705	tepp.S	
5864999	cdca9				5865000	779847	17342449	cdca9.L		5865093	cdca9.S	444883
5865160	tex43				5865161	100379848	17336743	tex43.L		17336744	tex43.S	108707196
5865172	tmem17	200728	614950		5865173	100124937	6488717	tmem17.L		18005982	tmem17.S	
5865179	macrod2	140733	611567		5865180	101730545	17341478	macrod2.L	398781	5865181	macrod2.S	398781
5865192	fam168b				5865193	779648	17335925	fam168b.L	108717107	5865215	fam168b.S	779401
5865238	vgll3	389136	609980		5865239	779704	6485703	vgll3.L	108707900	17332618	vgll3.S	
5865258	yeats2	55689	613373		5865259	100135359	5865311	yeats2.L	379694	17334429	yeats2.S	
5865341	XB5865341 [provisional]				17346926		5865366	XB5865341.S [provisional]	779021	17339766	XB5865341.L [provisional]	
5865391	XB5865391 [provisional]				5865392		5865448	XB5865391.L [provisional]	594870	17331571	XB5865391.S [provisional]	
5865480	comt.2			181500|116790|167870	5865481	549911	17346799	comt.2.L	108716056	6486206	comt.2.S	108707135
5865523	bora	79866	610510		5865524	100491371	17330777	bora.L	108708504	5865605	bora.S	444789
5865693	ubfd1				5865694	100145608	17336391	ubfd1.L	108701608	6485619	ubfd1.S	
5865780	mosmo				5865781	100144972	5865835	mosmo.L	379458	6251881	mosmo.S	443762
5865854	smc4	10051	605575		5865855	100145810	5865892	smc4.L	397799	17345860	smc4.S	
5865974	tecpr1	25851	614781		5865975	100135077	17339809	tecpr1.L	108701895	6488102	tecpr1.S	108703147
5866012	ag1				5866013	407906	5866216	ag1.L	379354	6252140	ag1.S	397989
5866417	XB5866417 [provisional]				5866418	100145011	6488763	XB5866417.L [provisional]		17331155	XB5866417.S [provisional]	108706680
5866430	mgat4d	152586	610310		5866431	100145594	17333003	mgat4d.L	108699587	5866440	mgat4d.S	734354
5866460	pcdh10	57575	608286		5866461	779938	6488067	pcdh10.L	108699674	17336486	pcdh10.S	108706686
5866499	crybb2	1415	123620	601547|604307	5866500	100493744	17339731	crybb2.L	447243	5866501	crybb2.S	446325
5866532	prodh	5625	606810	239500|600850	5866533	100494891	5866537	prodh.L	734536	17345447	prodh.S	
5866552	rsbn1	54665	615858		5866553	100127593	6489006	rsbn1.L	108708168	17344759	rsbn1.S	
5866568	slc35f1				5866569	779777	17336094	slc35f1.L	108716802	17336095	slc35f1.S	
5866628	f8a1	8263	305423		5866629	594919	5866660	f8a1.L	779431	17338801	f8a1.S	
5866685	prpf38b				5866686	100170167	17340625	prpf38b.L	108714448	6486021	prpf38b.S	108715707
5866745	tbc1d22a	25771	616879		5866746	733870	6488453	tbc1d22a.L		17338131	tbc1d22a.S	
5866765	selenop1	6414	601484		5866766	100379942	5867271	selenop1.L	100381023	17334581	selenop1.S	
5867320	XB5867320 [provisional:tspan7]				5867321	100497410	17332453	XB5867320.L [provisional:tspan7]		17332454	XB5867320.S [provisional:tspan7]	
