Gene Symbol	Human Entrez ID
rttn	25914
XB5892783 [provisional:trpm7]	
sycn	
XB5892895 [provisional]	
XB5892933 [provisional:prss27.3]	
XB5892957 [provisional]	
prss36	146547
MGC115163	
tpsg1	25823
XB5893022 [provisional]	
tdrd9	122402
polrmt	5442
lsm14b	
gak	2580
cspg4b	
tbc1d23	55773
epha10	284656
trim25	7706
tra	6955
rps11	6205
txndc11	51061
fhip2a	57700
XB5894453 [provisional]	
aplp2	334
septin12	124404
klk1	3816
XB5894678 [provisional:btnl10]	
XB5894692 [provisional:azgp1]	
anapc1	64682
XB5894820 [provisional]	
efl1	79631
hfm1	164045
c7	730
cwc25	
rbm34	
mvb12a	
uhrf1bp1l	
XB5895313 [provisional]	
wnt9a	7483
ccdc78	124093
txn	7295
ercc1	2067
rpl39	6170
cdkal1	54901
akr1c4	1109
akr1c1	1645
XB5895996 [provisional:cbr1]	
cacul1	
XB5896327 [provisional:trim25]	
pycard	29108
trim72	493829
ppp1r12a	4659
foxred1	55572
XB5896631 [provisional]	
XB5896658 [provisional:stx3]	
fam177b	
rbm42	79171
mapkapk2	9261
cyp7b1	9420
armh3	
pisd-like.2	
pus3	83480
qprt	23475
XB5897201 [provisional:fcrl3]	
fcrl4	83417
XB5897271 [provisional]	
mia3	375056
urgcp	55665
XB5897337 [provisional]	
cep57l1	
XB5897453 [provisional:fcgbp]	
h4c4	8360
ccr3	1232
cyb5d1	
srgap2	23380
cbln2	147381
tff3.1	7033
XB5897957 [provisional]	
s100z	170591
mcmbp	79892
arl5c	
42sp43	
polr2l.2	5441
vwa5a	4013
sil1	64374
gzmak	
tmem245	
wdr24	
kxd1	79036
eif3f	8665
gap43	2596
setbp1	26040
hectd4	
gby	
XB5899551 [provisional]	
XB5899797 [provisional]	
XB5899881 [provisional]	
XB5899916 [provisional:tm4sf5]	
n6amt1	29104
ccdc9	
inafm1	
dusp12	11266
otud4	54726
rgs3	5998
tubz1	
zfp90	146198
c17orf49	124944
tmem94	9772
XB5900382 [provisional:myh3]	
ttc23l	153657
ephx3	79852
lonrf1	
fam171a2	
XB5900534 [provisional:or56a5]	
or6b1l.5 [provisional]	
XB5900552 [provisional]	
cdk4	1019
kdm2a	22992
kdm7a	
etfbkmt	254013
XB5901009 [provisional]	
ccdc3l	
rras2	22800
h2ac1	221613
XB5901519 [provisional:tprg1l]	
pelo	53918
wnt7a	7476
XB5901661 [provisional:rabepk]	
bsg	682
rdd4	
dnaaf5	54919
efnb3	1949
XB5902317 [provisional:ces1c]	
grik3	2899
mrps6	64968
mgc89248	
s1pr5	53637
atf5.2	22809
kiaa1109	84162
iqsec3	440073
ddx19b	11269
XB5903316 [provisional:slc66a1]	
mgc69309	
pou5f3.3	
pacs2	23241
gstk1	373156
pus10	150962
pcbp2	5094
stac3	246329
prss16	10279
cyp2a6.1	
cyp2a6.3	
cactin	
or2a2l	
or1s1	
ppp6r2	9701
tcea3	6920
itsn1	6453
mus81	80198
fcrl2	79368
cdpf1	
slc29a2	3177
pmt [provisional]	
ptrhd1	391356
jak3	3718
fam167b	
ighv4-31	
paaf1	
tmem39b	
XB5904899 [provisional]	
c2cd3	26005
slco4a1	28231
tlr22	
tmem97	27346
gja7	
tbc1d19	
art5	116969
uqcrc1	7384
arf11l	
smg5	23381
terf2ip	54386
slc16a13	
XB5905938 [provisional:pttg1]	
cela2al	
kcnj9	3765
smarcc1	6599
XB5906919 [provisional:mccc2]	
ctsd	1509
tsen2	80746
ankrd13b	124930
trim62	55223
ctsl	1514
tmem35b	
c19orf54	
c19orf47	
XB5907626 [provisional:fabp1]	
XB5907648 [provisional]	
XB5907743 [provisional]	
gdi1	2664
atp5mc1	516
ighcv	
ighv4-59	
cdca5	113130
ldhb	3945
otub1	55611
alox12b	242
tead1	7003
cc2d2a	57545
sh3tc1	
tmem88	92162
ift43	112752
acyp1	97
arhgef2	9181
srrm2	23524
tlr14.3	
znf41	7592
myo1f	4542
XB5909790 [provisional]	
chuk	1147
gal.2	51083
hax1	10456
mex3a	92312
nlrp3	114548
etv3l	
pex11b	8799
irf6.2	3664
ighv1-3	
cfap298	56683
trmt61b	
drg2	1819
cxxc1	30827
flot2	2319
rpl7l1	285855
cfap206	
mel	
gigyf1	64599
camk4	814
mogs	7841
hba-l5	
helz	9931
hbg1	3047
polr3k	51728
gtf3c1	2975
ighv3-7	
XB5913531 [provisional:mfap4]	
stat5b	6777
XB5913757 [provisional:tmem11]	
XB5913776 [provisional:atpsckmt]	
slc35f6	
tent5c	54855
myo1e.2	4643
mbd5	55777
birc7	79444
pagr1	79447
washc4	23325
rnf8	9025
XB5914295 [provisional:ctss]	
ccdc93	
nek4	6787
sema4a	64218
pomp	51371
enc1.2	8507
l1cam	3897
XB5914755 [provisional]	
cplane2	
ripk3l.2	11035
mgc108147	
c2cd5	9847
rassf10	644943
actr3	10096
dnajc13	23317
diablo	56616
tmem256	254863
epha8	2046
hspa1b	3304
cnfn.2	84518
arhgap30	257106
s100a10	6281
snapin	23557
flad1	80308
nrbp1	29959
vti1a	143187
thap7	80764
tmem82	
abt1	
ppm1g	5496
plod3	8985
pola2	
yipf4	84272
ice2	79664
acss2.2	55902
pde9a	5152
hsp30d	
cyhr1	50626
rcn2	5955
uqcc2	84300
sat2	112483
cep128	
XB5917669 [provisional]	
cnep1r1	255919
tiprl	261726
pklr	5313
mgc147117	
tfe3	7030
kcnj8	3764
hmbs	3145
pex11g	92960
stmn3	50861
gcgr	2642
cat.1	847
thnsl2	55258
XB5918646 [provisional]	
atraid	
usf1	7391
XB5918805 [provisional:lhfpl3]	
prr5	55615
nop9	
mllt11	10962
sqstm1	8878
f11r	50848
XB5919442 [provisional]	
kcnj5	3762
prelid3b	
mgc75872	
hsf2.2	3298
drd1c	
srp19	6728
elp6	54859
eva1b	
dqx1	
XB5919979 [provisional:cyp2c55]	
ptx3	5806
XB5920029 [provisional]	
cox5b.2	1329
XB5920187 [provisional]	
wsb1	26118
islr2	57611
wipi1	55062
ceacam8	1088
xlcgf66.1	
epg5	57724
ubap2	
kcnq1	3784
glmp	
gpatch11	
rnf145l	
hla-dra	3122
snrpe	6635
XB5922506 [provisional]	
hes5.7	388585
noxo1.2	124056
XB5922676 [provisional:cav3]	
ccnq	92002
zer1	10444
frmd4a	55691
ppp1r26	9858
add3	120
tspoap1	9256
glul	2752
cyp4b1	1580
XB5924310 [provisional]	
pif1	80119
asb12	142689
satpb	
tuba1cl.1	
c12orf43	
dis3	22894
aldob	229
gcn1	10985
mgc145330	
cip2a	57650
c8orf33	
eme2	197342
capn15	6650
nme4	4833
ncoa5	57727
stambp	10617
naa35	
lgals9b	
meak7	
rack1	10399
dgat2l6	347516
mak16	
mast3	23031
wwc3	
ganc	2595
fam98b	283742
st3gal8	6483
nepro	25871
h1-10	8971
ada.2	100
sirt6	51548
ttc37	9652
tekt1	83659
pcdhga11	56105
marveld3	91862
endoul2	
kiaa0586	9786
adh1a	124
cap1	10487
acat2	39
rnf141	50862
phactr4	65979
rps9	6203
lct.1	3938
sp9	
zar2	
uts2b	257313
rdm1	201299
hps5	11234
trappc11	60684
XB5931222 [provisional]	
heatr5b	
myl6	4637
insyn1	388135
cpt1b	1375
cyct	
chrna1.2	1134
XB5932119 [provisional]	
rab11fip4l	
mms22l	253714
kif4a	24137
mmp3	4314
agtpbp1	23287
tsen34	79042
rbm48	
fbxo22	26263
tbc1d2b	
esyt2	57488
mmp19	4327
XB5932841 [provisional:cav2]	
hspa14	51182
enkd1	
akap8	10270
nup188	23511
slc25a25	114789
acy1.2	95
znf281	
XB5933367 [provisional]	
mprip	23164
rnf157	
serpina3	12
ago1	26523
dctn1	1639
slc25a42	284439
prag1	157285
fdx2	112812
snx31	
raph1	65059
primpol	201973
fabp4	2167
rflb	
fut11	170384
ttc39c	
alg11	440138
tmem129	92305
XB5934217 [provisional]	
XB5934250 [provisional]	
lman2	10960
kifbp	26128
fbxo30	84085
velo1	
acy3	91703
bmerb1l	
rps8	6202
higd1c	
XB5935727 [provisional]	
c7orf57	
cbr4	
trip11	9321
ripor3	
lamb2	3913
ccdc71	
nsf	4905
mgc75760	
abhd13	
calml4	
ctnnbl1	56259
ggh.2	8836
mrpl51	51258
XB5936512 [provisional]	
rgs9bpl	388531
mgc145260	
derl2	51009
stard5	80765
unc45a	55898
ocm4.4	
specc1l	23384
XB5937757 [provisional]	
shisa1.1	
znrf3	84133
hectd3	
yju2	
znf432	
pcdha5	56143
erbb2	2064
usp48	84196
uaa	3105
selenok	58515
ctdnep1	23399
XB5939409 [provisional:cstf3]	
sft2d3	
XB5939688 [provisional]	
tonsl	4796
znf674	641339
spty2d1	
upk1a	11045
v2rd-1	
cryaa	1409
fuca1	2517
vangl1	81839
clu	1191
tgm2	7052
arhgef3.1	50650
lsm5	23658
rsph9	221421
MGC69066l	
cfp	5199
hm13	81502
hars2	23438
slc29a3	55315
deptorl	64798
igkv3-20	
psmd4	5710
XB5942349 [provisional:igsf8]	
XB5942375 [provisional]	
efna1	1942
rfx5	5993
znf605	
igkv6d-41	
prkca	5578
or226l	
iglv5-48	
stx16	8675
tmem216	51259
rdh11	51109
slco1b3	28234
slc12a9	56996
rtkn	6242
trpv5	56302
slc2a4	6517
gon4l	54856
cep170b	
crip3	
ythdf1	54915
fam20a	54757
tmem8b	51754
a2ml1	144568
XB5943984 [provisional]	
ighl	
rnf167	26001
stard4	134429
lcmt2	9836
hint2	84681
dcbld1	
gramd1c	
efna4	1945
adam15	8751
XB5944457 [provisional]	
mmp25	64386
dusp29	
slc25a20	788
slc2a6	11182
XB5945007 [provisional:nnmt]	
znf519	
scube2	57758
pigo	84720
cry4	
map2	4133
cox6b1	1340
lbh	81606
tdrkh	11022
rsph1	89765
trim39l.2	
obsl1	23363
echs1	1892
cxcl8b.2	
lrrc4b	
pde2a	5138
fcho1	23149
ctr9	9646
XB5946283 [provisional:fcrl5]	
XB5946328 [provisional:or11l1]	
slc66a3	
mcm7	4176
xpo5	57510
rab10	10890
gbp7	388646
ccdc167	
rab11fip2	22841
XB5947713 [provisional]	
XB5947741 [provisional]	
washc1	100287171
slc6a13	6540
XB5947952 [provisional]	
wrap53	55135
adap1	11033
ppp1ca	5499
jagn1	84522
igsf21	
gabrg2	2566
shroom4	57477
XB5949052 [provisional]	
decr2	26063
adam28.2	10863
retsat	54884
XB5949738 [provisional]	
XB5949753 [provisional]	
myl9	10398
lpin3	64900
med20	9477
col4a2	1284
tmem267	
XB5950141 [provisional]	
itga2b.2	3674
abcb5	340273
fam174b	
XB5950266 [provisional]	
limch1	22998
XB5951253 [provisional:mov10]	
rabgef1	27342
XB5952276 [provisional]	
XB5952314 [provisional]	
dhrsx	
os9	10956
mars1	4141
c1orf112	
ca4.2	762
syap1	
hes5.4	388585
ano5	203859
XB5952892 [provisional]	
racgap1.2	29127
kiaa1456l	57604
ovch2l	
lto1	220064
XB5953084 [provisional:kif20a]	
rbbp8	5932
hs2st1	9653
kiaa2026	
cfi	3426
ap1ar	55435
fam83c	
ctsg	1511
XB5953480 [provisional]	
fucolectinloc100491211	
XB5953580 [provisional]	
tcaf2	285966
rps27	6232
scaper	49855
chkb	1120
akap9	10142
pnkp	11284
wasf2	10163
cisd3	284106
gzmh	2999
fam151b	
tars3	
slc66a2.2	
XB5954422 [provisional]	
XB5954440 [provisional:mfsd8]	
nom1	64434
myh8	4626
col5a1	1289
elapor2	222223
znf106	
srsf5a	
thap11	57215
kif19	
utp14a	10813
prkaca	5566
sec31a	22872
ctnna2	1496
spire1	56907
esco2	157570
tgm3l.8	7053
tmub2	
fam189a2	9413
rapgef3	10411
rab44	
dennd2c	
lsm14a	26065
tyw1	55253
fmn2	56776
rgs9	8787
arhgdig	398
dhrs7c	201140
znf684	
atad2b	54454
kiaa0513	9764
prrc2b	
b3gat1l	27087
rcsd1	92241
XB5956430 [provisional:ssuh2]	
v2r26l	
XB5956456 [provisional]	
c20orf27	
mgc108497	
sec31b	25956
syne1	23345
samd11	148398
cops8	10920
tlr21	
spring1	
pyroxd2	84795
spryd3	
XB5957062 [provisional:plekha3]	
dhrs12	79758
fgl1b	
XB5957215 [provisional]	
XB5957220 [provisional]	
clcn5	1184
gnptab	79158
mettl24	
myh10	4628
tbc1d24.2	57465
cdc42se2l	
prdm2	7799
fndc3c	
cryga.3	1418
ccnyl1	
noc3l	64318
myof.1	26509
XB5957962 [provisional]	
khdc4	
dis3l2	129563
palm	5064
bchel5958692	
mkrn3	7681
XB5958875 [provisional]	
ptprm	5797
ulk3	25989
btbd17	
b4galnt4	
lgr4	55366
v2rb-1	
mcf2l.2	23263
znf554	
XB5959262 [provisional:lbh]	
hoxb7	3217
phactr1	221692
c12orf73	
vsig10	
znf865	
eef2kmt	196483
arsa.1	410
XB5959486 [provisional]	
rims3	9783
lrrc10	376132
cdkl2	8999
tbc1d1	23216
mrpl38	64978
mios	54468
ppp1r36	
XB5959819 [provisional]	
ciao2b	51647
zswim7	125150
ncib	
dynlt5	
XB5960289 [provisional:fcrl4]	
odad4	83538
fermt1	55612
XB5960368 [provisional:eva1c]	
kif18b	146909
tspan15	23555
XB5960519 [provisional]	
cyp2a6.6	
mettl22	79091
XB5960628 [provisional:trim7]	
syt16	83851
arhgef5	7984
ipo9	
rnf112.1	7732
dnah14	127602
rnf126	55658
nacad	4666
rspo1	284654
osbpl8	114882
trim47	91107
tasor	23272
carnmt1	138199
XB5961369 [provisional:plpp3]	
mr1-like	
c6.1	729
tmco6	
cep295	85459
deup1	159989
nudt22	
XB5961731 [provisional:ins]	
XB5961763 [provisional]	
cep162	22832
fam204a	
XB5961849 [provisional:itpk1]	
XB5961859 [provisional:trim39]	
ndufa13	51079
XB5961956 [provisional]	
slc5a2	6524
krt12.1	3859
chchd10	400916
fcrl3	115352
stx1b	112755
zfp160	
XB5962421 [provisional]	
nectin1l2.2	
znf160	90338
dennd1c	79958
XB5962511 [provisional:galr2]	
bbs12	166379
XB5962542 [provisional]	
fancg	2189
abo.3	28
zdhhc5	25921
XB5962685 [provisional:gzma]	
chmp5	51510
XB5962940 [provisional:ctdspl2]	
kctd18	
syt4	6860
XB5963074 [provisional]	
ncor2	9612
ccnt2	905
cd40	958
rab11b.2	9230
XB5964270 [provisional:fbxw7]	
nodal3.1	
chd6	84181
ovol1	5017
XB5964940 [provisional]	
XB5964984 [provisional]	
siglec5l	
XB5965023 [provisional]	
arhgap4	393
umodl1	89766
znf329	
XB5965330 [provisional]	
greb1l	80000
ripor2	9750
fpgt	8790
XB5965586 [provisional:nfkbiz]	
tex14	56155
tmem238	
thra	7067
znf484	
XB5966788 [provisional]	
astl2a	
acsl4	2182
rnf220.2	55182
alkbh3	221120
drc1	92749
XB5967085 [provisional]	
pxdc1	
XB5967323 [provisional]	
dcun1d1	54165
dnah2	146754
col25a1.2	84570
nmb	4828
ano1	55107
irag2	4033
dok1	1796
nisch	11188
sfpq	6421
cof22l	
ildr2	387597
XB5969033 [provisional]	
hecw1	23072
XB5969075 [provisional:dmac1]	
oat	4942
XB5969542 [provisional:b3gnt7]	
MGC53517	
anks6	203286
XB5969698 [provisional:lamb4]	
cisd2	493856
phka1	5255
kiaa1958	158405
tdrd6	221400
XB5970036 [provisional]	
XB5970067 [provisional:hebp2]	
tbxt.2	6862
XB5991177 [provisional:fcrl5]	
XB5991222 [provisional:fcrl3]	
vipr1	7433
mr1	3140
kpna7	402569
vwa5a.2	4013
elk1	2002
nhsl1	
slc35f5	
XB5992703 [provisional]	
tbc1d9	23158
trak1	22906
nsd3	54904
XB5992952 [provisional:adpgk]	
ccdc136	64753
kcnt1	57582
rnf150	
lclat1	253558
myh13	8735
XB5993342 [provisional:ist1]	
pkdcc.1	91461
XB5993457 [provisional:aqp4]	
fam169a	26049
XB5994047 [provisional]	
XB5994085 [provisional]	
slc25a34	284723
prkaa2	5563
XB5994589 [provisional]	
chrna4	1137
zfand2b	130617
rnf112.2	7732
zbed9	114821
smad4.2	4089
morc3.2	23515
dbp	1628
qrich1l	54870
diaph1	1729
gdf11.2	10220
aff1	4299
fut2	2524
myo10.2	4651
clec2d	29121
lcor	84458
avd.2	
parp12	64761
scrt2	
gatad2b	57459
tlx2	3196
pou4f4	5457
svep1	79987
znf628	89887
foxi4.1	
znfx1.2	
irf7	3665
esrrgr	
XB5997626 [provisional:urgcp]	
bix1.2	
tlr8l	
trappc9.2	83696
XB5997770 [provisional]	
ppp4r1l	
pafah2	5051
tlr1	7096
rhog2	
hoxc3	
c2cd4c	126567
plekhg4	25894
asphd2	
fastkd3	79072
cuzd1.2	50624
prmt9	90826
asgr1	432
hacd2	201562
pld2	5338
XB5998646 [provisional]	
parp14.4	54625
stk36	27148
gdf10	2662
XB5998702 [provisional:trim25]	
slc25a23	79085
krt18.2	3875
ifit1b	
gcfc2	6936
hla-dqa1	3117
pde11a	50940
dmbt1	1755
atxn2l	11273
zfp91	
ouro1	
h4c3	8364
krt78.5	196374
XB6001422 [provisional]	
pfas	5198
gtf2e1.2	2960
gfral	389400
lrrc75a	
klhl34	
ebf4	57593
pnma1	9240
or13g1	441933
csmd1	64478
ttll10	
cskmt	751071
gabrb3	2562
cd5l	922
naglu	4669
h2ac7	3013
cobll1	22837
tmem132e	124842
togaram1	23116
inpp5el	56623
klhdc7a	
pde6h	5149
cntnap5	129684
plppr2	
tet2	54790
znf853	
or4c45	
prrt2	112476
ahnak2	113146
hrh1	3269
znf248	
ldlrad1	
steap3	55240
vsig8	
ttll2	
cacna1b	774
or7d2	
timd4	91937
fkbp1a	2280
gpc5	2262
ndufaf2	91942
fpr2	2358
ttn	7273
galnt17	64409
c20orf85	
c22orf39	
col5a2	1290
cfap57	149465
epha6	285220
slc35b4	84912
lrrc75b	
fam20c	56975
hs3st4	9951
tmem170b	
kcnc4	3749
nalf1	
myo3a	53904
tanc1	85461
apobec4	403314
phf21a	51317
rp1	6101
doc2b	8447
adh7	131
cyp2j2	1573
kctd16	57528
dnah8	1769
col27a1	85301
cd163	9332
or2w3	343171
ntng2	
tmem200a	
fam237a	
c13orf42	
or5i1	10798
slc52a3	113278
eno2	2026
abcb10	23456
trappc3l	100128327
grin3a	116443
tmem240	339453
or2t27	
pcdhgb6	56100
klhdc7b	
txk	7294
znf543	125919
lrrc14b	
atrnl1	26033
xndc1	
sucnr1	56670
amn1	
gabra1	2554
cadm1	23705
cd163l1	283316
slc6a12	6539
or4d9	
asic2	40
gpr171	
or8g1	
chrna6	8973
mymk	389827
fads1	3992
aloxe3	59344
efr3b	22979
slc6a11	6538
or5a2	
crybg3	
ca9	768
tmtc1	83857
pga5	5222
myo7b	4648
pde3a	5139
zscan2	
XB6033599 [provisional]	
plekhm1	9842
atp10a	57194
fbxo48	
colq	8292
lhfpl3	375612
riox1	79697
samd9l	219285
cadps2	93664
lrch1	23143
tm9sf3	56889
or5ap2	
sarm1	23098
or6y1	
dot1l	84444
slc1a6	6511
rasip1	54922
or2a2	
znf569	148266
ccdc152	
spg7	6687
znf287	
dpy19l4	286148
col4a6	1288
adrb1	
ddx60	55601
hpf1	54969
arpc1a	10552
atp1a2	477
dnah7	56171
slitrk5	26050
ap5z1	9907
chrm2	1129
nlgn2	57555
c15orf61	
mettl23	124512
kif7	374654
or6m1	
hmcn2	
thsd4	79875
trim71	
adcy5	111
agbl4	84871
urb2	
zbbx	
szt2	23334
usp24	23358
otogl2	
rep15	387849
acss3	79611
cmtr2	55783
arl14epl	
epha3	2042
XB6035251 [provisional]	
cerkl	375298
cep85l	
gabrr1	2569
mei1	150365
p2rx1	5023
or6n1	
or1e1	
or8a1	
dnajc16	
rmnd1	55005
or2j2	
srbd1	
efhb	
ankfn1l	
slc5a10	
ankrd34a	
zkscan7	
kctd17	79734
pheta1	144717
slco3a1	28232
drd1	1812
nudt18	79873
traf3ip2	10758
clec4e	26253
foxl3-ot1	
morn1	
lrfn2	57497
or10z1	
cngb3	54714
fbxo40	51725
mbnl1	4154
fnip2	57600
krt78.1	196374
acr	49
scai	
ash1l	55870
hapln2	
ttll3	
nwd2	
rnf224	
chst9l.1	83539
cep164	22897
iqsec2	23096
tmprss5	80975
tspan11	
siah3	283514
glra1	2741
havcr2	26762
isx	91464
znf773	
zscan29	
fkbp15	23307
rtel1	51750
fam131b	
adgrf5	
nlgn4x	57502
or5m10	
atp8a2	51761
prkd3	23683
rbfox1	54715
srcap	10847
rtn4rl2	349667
adgre1	2015
grm7	2917
klhl26	
spire2	84501
alg9	79796
ankrd63	
nhlrc4	
pllp	51090
chchd5	84269
coa1	55744
snx20	124460
kras	3845
kri1	
faah2	158584
g3bp1	10146
hephl1	
sspn	8082
kif26b	55083
naaladl2	254827
fam120c	54954
ube4b	10277
muc19	283463
rergl	
or2g6	
kcna5	3741
scn5a	6331
son	6651
adamts7	11173
map4k5	11183
snx13	23161
dok7	285489
hapln1	1404
nol4	8715
s1pr2	9294
dennd3	22898
htr3c	170572
cdc42bpa	8476
rbm27	
tmem132b	
trpm3	80036
pcdha8	56140
ppef1	5475
arhgap44	9912
mindy4b	
il4i1	259307
ca11	770
adpgkl	83440
prmt8	56341
fut6	2528
tvp23a	
gpc6	10082
wdfy4	57705
odf3l1	
znf565	147929
XB6037807 [provisional]	
mcf2l2	
clstn1	22883
fcgbp	8857
dagla	747
klk13	26085
klk15	55554
XB6038542 [provisional]	
msrb3	253827
focad	54914
cracr2a	84766
sardh	1757
or8h3	
nbeal2	23218
arhgap15	55843
mroh1	
adamts13	11093
apcdd1l	
zfp2	
or4m1	
mon1b	22879
or3a1	
chac1	79094
chl1	10752
sorcs1	114815
mrps18a	55168
wscd2	
znf717	
c1qa	712
znf850	
hs6st2	90161
tln1	7094
kiaa0895l	
cdh9	1007
camsap2	23271
larp1	23367
gabrr3	
plekhg5	57449
kbtbd11	
ecm2.2	1842
jakmip2	9832
ano4	121601
eml6	
or11h4	
ugt2b4	7363
or2f1	26211
clic6	54102
nrxn2	9379
bend7	
kif27	55582
znf347	
chic1	53344
serpinb11	89778
b3gnt4	79369
unc13a	23025
guca1c	9626
capns1	826
nlrx1	79671
xirp1	165904
ralgapb	
dixdc1	85458
epx	8288
cyp2e1	1571
shld2	54537
klhl36	
vwa5b2	
pclo	27445
ddit4l	115265
sowahc	
cracd	
ppfia3	8541
krt15.2	3866
fads6	
tpgs1	
gpr20	2843
cdk13	8621
mogat2.1	80168
rimklb	57494
fhip1b	
dpy19l1	23333
ints5	80789
znf585a	
znf500	
unc13b	10497
lix1l	
fnip1	96459
imp4	92856
abhd17c	58489
adh1c	126
lrrc8e	80131
tyw5	
cox20	116228
sult1c2	6819
frmd7	90167
pds5b	23047
fam83b	
pjvk	494513
abhd15	
ino80d	
slc25a47	283600
ulk2	9706
fam78b	
znf81	347344
arhgap19	84986
c14orf28	
sult1b1	27284
clk1	1195
shisal2a	
serac1	84947
nlgn1	22871
c1orf84	23334
vwa3b	200403
gabrg3	2567
ppfia2	8499
mtss2	92154
rfwd3	55159
adgrg1	9289
sv2b	9899
col4a5	1287
nexmif	340533
veph1	79674
gp2	2813
abca12	26154
asb18	
or11g2	
ssh1	54434
arfgef2	10564
gpr139	
sh2d1b	117157
zzef1	
mcf2l	23263
or10g4	
or11a1	
or6f1	
or10ad1	
or2t2	
or2t4	
nek10	
or13c2	
cramp1	
or2a5	
rab11fip3	9727
cacna1h	8912
or6c74	
mark4	57787
or5au1	
or1j4	
or1n2	
or1j1	
or2t29	
or1a1	8383
pla2g4f	
sik3	23387
plekhh2	130271
pifo	128344
pim1	5292
fbxl13	222235
otulinl	
malrd1	340895
bcas4	55653
btbd7	55727
h3-3a	3020
plch1	23007
galntl6	442117
linc01106	
fam81b	
slain2	57606
grxcr1	389207
kcnt2	343450
cttnbp2nl	55917
crisp3	10321
cyp2c19	1557
hnrnpab	3182
dpep1	1800
grk3	157
sgsm1	129049
slc26a10	
sptbn5	51332
c1orf146	
camta1	23261
rnf207	388591
clec4m	10332
thsd7b	
alkal1	
clca1.3	1179
mast4	375449
osbp2	23762
p2rx2	22953
or6s1	
scml2	10389
ankrd27	
slc45a4	
vps13c	54832
reg1b	5968
hepacam2	253012
dcaf17	80067
fat2	2196
bicral	
tex11	56159
znf234	10780
kbtbd3	
ankrd26	22852
tmem143	
ice1	23379
b3galt9	
c8orf34	
plekhg7	
htra2	27429
cercam	51148
plekhd1	
ripor1	
igkv1ory-1	
tgm3l.4	7053
mtmr2	8898
nav3	89795
krt80	144501
wdr88	
map1b	4131
tnrc6c	57690
ptchd4	442213
mfsd2b	388931
tango6	
muc5b	727897
cibar2	339145
ust	10090
nat8b.2	51471
yjefn3	
ano8	57719
cilp2	148113
unc13c	440279
adgb	79747
psmg4	389362
tmem150c	441027
rnf165	
csmd2	114784
arhgef17	9828
pdzd2	23037
thsd1	55901
atp7b	540
serpine3	
znf208	7757
glp2r	9340
ankub1	
clrn1	7401
acrbpl	84519
adgra1	84435
b3gnt9	
flna	2316
ccser1	
cfap92	
prr5l	79899
plscr5	
or6b1	
znf397	84307
or7c1	
or4c15	
peak1	79834
kcne2	9992
gramd1b	
hspa1l	3305
sh3rf3	
elmo3	79767
aox1	316
or2c3	
or1l1	
or1m1	
sspo	23145
atp13a3	79572
lonrf2	
ankle1	
zc3h12c	85463
cfap54	
sbk2	
znf235	9310
ankrd50	
megf11	84465
ankdd1a	
slc9a9	285195
ntm	50863
arhgap42	143872
znf177	7730
clrn2	
lrrc56	
borcs6	54785
or2a42	
capn13	92291
shisa6	388336
pear1	375033
thsd7a	221981
krt15.1	3866
or2a12	
or2a1	
phldb3	
gbp1	2633
plcb1	23236
or2h2	7932
atf7ip2	80063
med13l	23389
slc38a11	151258
ehbp1	23301
pgghg	80162
dennd6b	
dmac2	55101
grm4	2914
tmem52b	
otop2	92736
rsad1	
cdh19	28513
dok6	220164
vstm4	
or7c2	
myo15b	
erp29	10961
atp10b	
lrfn1.1	57622
slc25a53	401612
taf1a	9015
plcb2	5330
rusf1	
or1l4	
or5as1	
or10ag1	
adgrl3	23284
setd1a	9739
ajm1	
itgam	3684
or5ac2	
znf624	
nmur2	56923
vars2	57176
cfap99	
rubcnl	
prkx	5613
pcdh11y	83259
p2ry14	9934
pigg	54872
or52d1	
angptl7	
arsi	340075
rnasek	440400
map3k19	
eml3	256364
tpm3	7170
fam114a2	
or1l6	
psmb11	122706
znf836	
znf182	7569
slco2b1	11309
iqub	
shtn1	57698
sidt1	54847
adgre2	30817
rd3l	
nsmce4a	54780
inpp5b	3633
tmem114	283953
or8h2	
padi4	23569
or1f1	4992
ric8b	55188
gipc3	126326
ino80c	
muc2	4583
or5ar1	
or8h1	
cnbd2	
notch2	4853
mdga2	161357
ldlrad2	
pnliprp1	5407
exd3	
unc5b	219699
or12d3	
c16orf89	
or2b2	
or5b21	
or8g2p	
h2bc17	8348
fig4	9896
asgr2	433
mzf1	7593
cep112	
adra1b	147
rundc1	
cabp5	56344
kcnq2	3785
atg16l2	
adamtsl2	9719
art5l1	116969
ptpdc1	
duox2	50506
tsc22d4	81628
cyp11b2	1585
or5p2	
col20a1	
or8b12	
parp10	84875
cfap44	55779
cfap251	144406
klhl10	317719
kcnd1	3750
myorg	
pts	5805
or52m1	
or51g2	
ttbk1	
rnf169	
plekha5	54477
arap1	116985
mtcl1	23255
fam219a	
hpx	3263
stab1	23166
znf205	7755
c11orf96	
or13c5	
gapdhs	26330
helz2	85441
ttll12	
slc22a7	10864
ttc21b	79809
noc2l	26155
or6b2	
megf6	1953
sult1c4	27233
or9g4	
zscan20	7579
rasal3	64926
hck	3055
armc7	
col9a1	1297
kcnj12	3768
efcab2	
cemip	57214
slc9a6	10479
myh7b	57644
adra1a	148
dhrs11	79154
kiaa1217	56243
ncoa7	135112
trank1	
rnf125	54941
rapgef4	11069
dennd6a	
prex2	80243
